ClubName,CurrentRating,OriginCountry,OriginConfederation,DomesticLeagueName,PyramidCountry,PyramidConfederation,DomesticLevel,DomesticLeagueSimName,PyramidCountryFinal,PyramidConfederationFinal
Tre Fiori,50.4,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Tre Penne,47.6,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Cosmos,45.2,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Folgore,43.5,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Juvenes / Dogana,40.5,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
San Giovanni,40.3,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Domagnano,40.2,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Fiorentino,39.5,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Murata,36.5,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Libertas,35.7,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Faetano,35.7,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Pennarossa,33.3,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Cailungo,32.5,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
San Marino Academy,31.7,San Marino,Europe,Campionato,San Marino,Europe,1,Campionato,San Marino,Europe
Operário,61.1,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
UDRA,58.9,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Sporting Praia Cruz,58.7,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Militar 6 Setembro,58.7,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Vitória Riboque,58.2,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Agrosport,58.1,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Trindade,57.4,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
1º de Maio,56.6,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Inter Bom-Bom,56.6,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Juba de Diogo Simão,56.5,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Porto Real,55.1,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Aliança Nacional,53.5,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
UDESCAI,52,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Oque d'El Rei,51.4,São Tomé e Príncipe,Africa,,São Tomé e Príncipe,Africa,,,São Tomé e Príncipe,Africa
Sundy,51.1,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Sporting Príncipe,49.7,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Guadalupe,49.4,São Tomé e Príncipe,Africa,,São Tomé e Príncipe,Africa,,,São Tomé e Príncipe,Africa
UDAPB,45.6,São Tomé e Príncipe,Africa,Campeonato Nacional,São Tomé e Príncipe,Africa,1,Campeonato Nacional,São Tomé e Príncipe,Africa
Al Hilal,84.9,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Nassr,82.5,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Ahli,81.1,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Ittihad,78.2,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Qadsiah,78.2,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Taawoun,76.1,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Ettifaq,73.8,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Shabab,73.3,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Khaleej,71.5,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Fateh,71.3,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
NEOM,70.6,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Fayha,70.1,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Kholood,69.1,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Hazem,68.8,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Damac,68.1,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Riyadh,67.6,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Okhdood,67.2,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Abha,66.9,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Najma,66.7,Saudi Arabia,Asia,Saudi League,Saudi Arabia,Asia,1,Saudi League,Saudi Arabia,Asia
Al Orobah,65.5,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Jabalain,64.5,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Diriyah,63.8,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Ula,63.8,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Bukayriyah,62.9,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Raed,62.7,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Wehda,61.6,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Faisaly,61.5,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Jeddah,61.5,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Tai,61.2,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al-Saqer,60.7,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Zulfi,60.4,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Adalah,59.6,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Jeel,58.9,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Anwar,58.9,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Jandal,57.5,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Jerash FC,57.4,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Batin,57.4,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Hajer,57.3,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al-Lewaa,56.6,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Arabi,56.6,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al Sahel,56.2,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al-Ain,56.1,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Najran,55.9,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Jubail,55.9,Saudi Arabia,Asia,First Division League,Saudi Arabia,Asia,2,First Division League,Saudi Arabia,Asia
Al-Washm,55.5,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Shoalah,55.3,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Weg,54.9,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Entesar,54.8,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Najoom,54.2,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Hottain,54.1,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Qotah,54.1,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Afif,53.8,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Safa,53.8,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Rawdhah,53.6,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Jubbah,53.6,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Mudhar,53.5,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Sharq,53.4,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Nairyah,53.2,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Qous,53.1,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al-Kawkab,53.1,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al-Rayyan,52.6,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Taraji,52.6,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al-Qalah,52.2,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Taqdom,51.2,Saudi Arabia,Asia,,Saudi Arabia,Asia,,,Saudi Arabia,Asia
Arar,50.1,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Tuwaiq,50.1,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al-Sadd,50,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Alhowra,49.9,Saudi Arabia,Asia,,Saudi Arabia,Asia,,,Saudi Arabia,Asia
Bisha,49.4,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Al Ansar,49.1,Saudi Arabia,Asia,,Saudi Arabia,Asia,,,Saudi Arabia,Asia
Al Qaisoma,47.4,Saudi Arabia,Asia,,Saudi Arabia,Asia,,,Saudi Arabia,Asia
Ohod,46,Saudi Arabia,Asia,Division 2,Saudi Arabia,Asia,3,Division 2,Saudi Arabia,Asia
Celtic,80.6,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Rangers,80,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Hearts,78.3,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Hibernian,75.2,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Motherwell,74.4,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Falkirk,72,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Dundee United,70.7,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Aberdeen,70.4,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
St. Mirren,70.3,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Dundee,69.3,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Kilmarnock,68.8,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
Livingston,66.7,Scotland,Europe,Premiership,Scotland,Europe,1,Premiership,Scotland,Europe
St. Johnstone,66.4,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Partick Thistle,65.3,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Ayr United,63.9,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Arbroath,62.3,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Raith Rovers,62,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Greenock Morton,61.6,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Dunfermline Athletic,61.4,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Ross County,60.8,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Airdrieonians,60,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Queen's Park,59.3,Scotland,Europe,Championship,Scotland,Europe,2,Championship,Scotland,Europe
Inverness CT,58.9,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Hamilton Academical,56.5,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Stenhousemuir,56.3,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Queen of the South,55.7,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Alloa Athletic,54.9,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Cove Rangers,53.1,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Montrose,52.5,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Peterhead,51.3,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Spartans,50.7,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
East Fife,50.6,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Clyde,49.5,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Kelty Hearts,48.3,Scotland,Europe,League One,Scotland,Europe,3,League One,Scotland,Europe
Stranraer,48,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Annan Athletic,47.9,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Edinburgh City,47.1,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Stirling Albion,47,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
East Kilbride,46.8,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Elgin City,46.6,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Dumbarton,46.2,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Forfar Athletic,45.7,Scotland,Europe,League Two,Scotland,Europe,4,League Two,Scotland,Europe
Brechin City,41.5,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Brora Rangers,40.8,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Banks O' Dee,38.7,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Bonnyrigg Rose,38.7,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Fraserburgh,38.2,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Formartine United,38.1,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Linlithgow Rose,35.9,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Tranent,35.7,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Buckie Thistle,35.6,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Celtic II,35.2,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Caledonian Braves,34.9,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Clachnacuddin,34.8,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Dundee North End,34.7,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Clydebank,33.5,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Broxburn Athletic,33.1,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Broughty Athletic,32.7,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Bo'ness United,32.6,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Turriff United,32,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Nairn County,31.8,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Cumbernauld Colts,31.4,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Cowdenbeath,31.1,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Invergordon,31,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Huntly,30.5,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
CS Strollers,30.4,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Downfield,30.4,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Hill Of Beath Hawthorn,30.1,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Culter,30.1,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Albion Rovers,29.7,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Inverurie Loco Works,29.6,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Lochee United,29.5,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Musselburgh Athletic,29.4,Scotland,Europe,Regional Leagues,Scotland,Europe,6,Regional Leagues,Scotland,Europe
Gala Fairydean Rovers,29.3,Scotland,Europe,Highland / Lowland,Scotland,Europe,5,Highland / Lowland,Scotland,Europe
Jaraaf,67.6,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
Gorée,67.3,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
Teungueth,66.7,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
Pikine,66.4,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
AJEL,66,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
Génération Foot,65.9,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
Casa Sport,65.4,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
Ouakam,65.4,Senegal,Africa,Ligue 1,Senegal,Africa,1,Ligue 1,Senegal,Africa
